ropa_id,batch_no,subdivision,prop_location,prop_type,tct_cct_no,lot_area,floor_area,min_sellprice,occupancy,status,status_bid,disposal_type,start_datetime,end_datetime,appr_date,inspection_date,ins_remarks,remarks,city_muni,handling_hbc,contact_hbc,email_hbc,survey_no,city_searched
815202509300160,OPA1510102,VILLA MERCEDES SUBDIVISION,"Lot 46 Blk. 2 VILLA MERCEDES SUBDIVISION POOK, CITY OF SANTA ROSA, LAGUNA, 4026",Row House,T-382436,50,36,730700,Unoccupied,1,5,1st Public Auction,2026-07-13T00:00:00,2026-07-17T23:59:00,11/15/2025 00:00:00,10/14/2025 00:00:00,"14.30305,121.11667",UNOCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF SANTA ROSA,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PSD-043428-067083,CITY OF SANTA ROSA
815202410150019,OPA1510103,CELINA PLAINS SUBDIVISION,"Lot 36 Blk. 14 Phase 4 CELINA PLAINS SUBDIVISION POOK, CITY OF SANTA ROSA, LAGUNA, 4026",Town House,060-2012014911,40,46.6,1067300,Occupied,1,5,1st Public Auction,2026-07-20T00:00:00,2026-07-24T23:59:00,05/13/2026 00:00:00,10/21/2024 00:00:00,"14.30427, 121.11966",OCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF SANTA ROSA,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PCS-04-026524,CITY OF SANTA ROSA
801519022710326,OPA1510103,GOLDEN CITY-STA ROSA,"Lot 18 Blk. 46 Phase 1 GOLDEN CITY-STA ROSA DILA, CITY OF SANTA ROSA, LAGUNA, 4026",Single Attached,T-363691,88,30,1231200,Occupied,1,5,1st Public Auction,2026-07-20T00:00:00,2026-07-24T23:59:00,05/21/2026 00:00:00,05/22/2025 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF SANTA ROSA,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PCS-04-004481,CITY OF SANTA ROSA
815202409300006,OPA1510102,STA ROSA GARDEN VILLAS III PHASE 6,"Lot 19 Blk. 1 STA ROSA GARDEN VILLAS III PHASE 6 CAINGIN, CITY OF SANTA ROSA, LAGUNA, 4026",Duplex with Eaves,060-2013028653,60,52.1,2047600,Occupied,1,5,1st Public Auction,2026-07-13T00:00:00,2026-07-17T23:59:00,06/05/2026 00:00:00,10/14/2024 00:00:00,"14.30295, 121.12223",OCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF SANTA ROSA,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PCS-04-028342,CITY OF SANTA ROSA
801518050822653,15316,ALFONSO HOMES II                                  ,"Lot 12 Blk. 09 Phase 1 ALFONSO HOMES II SINALHAN, CITY OF SANTA ROSA, LAGUNA, 4026",Row House - End with Eaves,T-434972,66.5,38,991400,Occupied,1,5,Negotiated Sale,2026-07-20T00:00:00,2026-07-24T23:59:00,11/21/2024 00:00:00,03/20/2021 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF SANTA ROSA,NCR HOUSING HUB,(02) 8632-0971,aad_ms@pagibigfund.gov.ph,PSD-04-095093,CITY OF SANTA ROSA
815201904030024,15315,GOLDEN CITY-STA ROSA                              ,"Lot 22 Blk. 3 Phase 1E GOLDEN CITY-STA ROSA DILA, CITY OF SANTA ROSA, LAGUNA, 4026",Double Attached,060-2012003999,70,49,1060100,Occupied,1,5,Negotiated Sale,2026-07-13T00:00:00,2026-07-17T23:59:00,09/21/2024 00:00:00,05/21/2019 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF SANTA ROSA,NCR HOUSING HUB,(02) 8632-0971,aad_ms@pagibigfund.gov.ph,PSD-043428-075165,CITY OF SANTA ROSA
801519041712493,15316,GOLDEN CITY-STA ROSA                              ,"Lot 20 Blk. 25 Phase 2E GOLDEN CITY-STA ROSA DILA, CITY OF SANTA ROSA, LAGUNA, 4026",Single Attached,T-654969,70,30,1076100,Occupied,1,5,Negotiated Sale,2026-07-20T00:00:00,2026-07-24T23:59:00,11/08/2024 00:00:00,10/17/2025 00:00:00,"14.28773, 121.11954",OCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF SANTA ROSA,NCR HOUSING HUB,(02) 8632-0971,aad_ms@pagibigfund.gov.ph,PCS-04-009957,CITY OF SANTA ROSA
815202506100017,15316,GOLDEN CITY STA ROSA,"Lot 14 Blk. 45 Phase 2E GOLDEN CITY STA ROSA DILA, CITY OF SANTA ROSA, LAGUNA, 4026",Single Attached,T-367056,70,30,1280600,Occupied,1,5,Negotiated Sale,2026-07-20T00:00:00,2026-07-24T23:59:00,04/05/2025 00:00:00,06/22/2025 00:00:00,"14.28869, 121.12023",OCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF SANTA ROSA,NCR HOUSING HUB,(02) 8632-0971,aad_ms@pagibigfund.gov.ph,PCS-04-009957,CITY OF SANTA ROSA
815202209290201,15316,GOLDEN CITY-STA ROSA                              ,"Lot 21 Blk. 3 Phase 1E GOLDEN CITY-STA ROSA BALIBAGO, CITY OF SANTA ROSA, LAGUNA, 4026",Single Detached,T-335357,101,30,1296400,Occupied,1,5,Negotiated Sale,2026-07-20T00:00:00,2026-07-24T23:59:00,05/24/2025 00:00:00,10/14/2022 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF SANTA ROSA,NCR HOUSING HUB,(02) 8632-0971,aad_ms@pagibigfund.gov.ph,PSD-043428-075165,CITY OF SANTA ROSA
815201909240075,15316,GOLDEN CITY-STA ROSA                              ,"Lot 9 Blk. 5 Phase 2E GOLDEN CITY-STA ROSA DILA, CITY OF SANTA ROSA, LAGUNA, 4026",Single Attached,060-2013016249,70,30,1298700,Occupied,1,5,Negotiated Sale,2026-07-20T00:00:00,2026-07-24T23:59:00,11/08/2024 00:00:00,11/22/2024 00:00:00,"14.2862, 121.1214",OCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF SANTA ROSA,NCR HOUSING HUB,(02) 8632-0971,aad_ms@pagibigfund.gov.ph,PCS-04-009957,CITY OF SANTA ROSA
815202111090029,15315,GOLDEN CITY-STA ROSA                              ,"Lot 9 Blk. 44 Phase 2E GOLDEN CITY-STA ROSA DILA, CITY OF SANTA ROSA, LAGUNA, 4026",Single Attached,060-2018001652,70,50,1301300,Occupied,1,5,Negotiated Sale,2026-07-13T00:00:00,2026-07-17T23:59:00,04/05/2025 00:00:00,05/26/2024 00:00:00,"14.28868, 121.12013",OCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF SANTA ROSA,NCR HOUSING HUB,(02) 8632-0971,aad_ms@pagibigfund.gov.ph,PCS-04-009957,CITY OF SANTA ROSA
815202112220947,15316,GOLDEN CITY-STA ROSA                              ,"Lot 5 Blk. 2 Phase 2F GOLDEN CITY-STA ROSA DILA, CITY OF SANTA ROSA, LAGUNA, 4026",Double Attached,T-365999,78,30,1311200,Occupied,1,5,Negotiated Sale,2026-07-20T00:00:00,2026-07-24T23:59:00,11/21/2024 00:00:00,02/17/2022 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF SANTA ROSA,NCR HOUSING HUB,(02) 8632-0971,aad_ms@pagibigfund.gov.ph,PSD-04-077294,CITY OF SANTA ROSA
815202209130101,15316,CELINA PLAINS SUBDIVISION                         ,"Lot 18 Blk. 29 Phase 4-A CELINA PLAINS SUBDIVISION CAINGIN, CITY OF SANTA ROSA, LAGUNA, 4026",Townhouse - End with Eaves,060-2015014430,63,46.6,1327700,Occupied,1,5,Negotiated Sale,2026-07-20T00:00:00,2026-07-24T23:59:00,04/12/2025 00:00:00,10/19/2022 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF SANTA ROSA,NCR HOUSING HUB,(02) 8632-0971,aad_ms@pagibigfund.gov.ph,PCS-04-026524,CITY OF SANTA ROSA
815202212290231,15316,SAN JOSE RESIDENCIAS-LAS SARGAS (BLDG 8),"Unit 102 GROUND - UNIT 102 Fl SAN JOSE RESIDENCIAS-LAS SARGAS (BLDG 8) BALIBAGO, CITY OF SANTA ROSA, LAGUNA, 4026",Condominium,060-2012000160,0,24,2050600,Occupied,1,5,Negotiated Sale,2026-07-20T00:00:00,2026-07-24T23:59:00,05/21/2026 00:00:00,11/29/2024 00:00:00,"14.28588, 121.08814",OCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF SANTA ROSA,NCR HOUSING HUB,(02) 8632-0971,aad_ms@pagibigfund.gov.ph,CONDO UNIT,CITY OF SANTA ROSA
847202602180015,OPA1520097,BELLAVITA - PILA,"Lot 12 Blk. 69 BELLAVITA - PILA PANSOL, PILA, LAGUNA, 4010",Row House,058-2018002711,36,22,437130,Unoccupied,1,5,2nd Public Auction,2026-07-13T00:00:00,2026-07-17T23:59:00,11/04/2025 00:00:00,03/07/2026 00:00:00,,UNOCCUPIED - TITLE UNDER CONSOLIDATION,PILA,CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",PCS-04-031036,PILA
847202603250023,OPA1520098,BELLAVITA PILA,"Lot 12 Blk. 109 Phase 1 BELLAVITA PILA PANSOL, PILA, LAGUNA, 4010",Row House - End with Firewall,058-2018003265,36,22,450540,Unoccupied,1,5,2nd Public Auction,2026-07-20T00:00:00,2026-07-24T23:59:00,02/13/2026 00:00:00,04/22/2026 00:00:00,,UNOCCUPIED - TITLE UNDER CONSOLIDATION,PILA,CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",PCS-04-031036,PILA
847202309210001,OPA1520097,GRAND RIVIERA SUBDIVISION,"Lot 6-F-2-C-5 GRAND RIVIERA SUBDIVISION BULILAN SUR (POB.), PILA, LAGUNA, 4010",Lot Only,058-2020000562,247,0,2111850,Unoccupied-Lot,1,5,2nd Public Auction,2026-07-13T00:00:00,2026-07-17T23:59:00,03/05/2026 00:00:00,01/08/2026 00:00:00,,UNOCCUPIED-LOT - TITLE UNDER CONSOLIDATION,PILA,CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",0,PILA
847202309210002,OPA1520097,GRAND RIVIERA SUBDIVISION,"Lot 6-F-2-C-4 GRAND RIVIERA SUBDIVISION BULILAN SUR (POB.), PILA, LAGUNA, 4010",Lot Only,058-2020000561,247,0,2111850,Unoccupied-Lot,1,5,2nd Public Auction,2026-07-13T00:00:00,2026-07-17T23:59:00,03/05/2026 00:00:00,01/08/2026 00:00:00,,UNOCCUPIED-LOT - TITLE UNDER CONSOLIDATION,PILA,CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",0,PILA
847202507180002,OPA1510102,LYNVILLE HOMES,"Lot 10 Blk. 8 LYNVILLE HOMES BAGUMBAYAN, SANTA CRUZ (CAPITAL), LAGUNA, 4009",Row House,058-2011000060,48,22,376900,Occupied/Closed,1,5,1st Public Auction,2026-07-13T00:00:00,2026-07-17T23:59:00,12/12/2024 00:00:00,08/14/2025 00:00:00,,OCCUPIED/CLOSED - TITLE UNDER CONSOLIDATION,SANTA CRUZ (CAPITAL),CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",1,SANTA CRUZ (CAPITAL)
847202407230018,OPA1510103,LYNVILLE HOMES EASTGATE SUBDIVISION PHASE III,"Lot 2 Blk. 6 LYNVILLE HOMES EASTGATE SUBDIVISION PHASE III BAGUMBAYAN, SANTA CRUZ (CAPITAL), LAGUNA, 4009",Row House,058-2012002281,48,48,849000,Occupied,1,5,1st Public Auction,2026-07-20T00:00:00,2026-07-24T23:59:00,06/15/2026 00:00:00,02/04/2025 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,SANTA CRUZ (CAPITAL),CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",PSD-04-201181,SANTA CRUZ (CAPITAL)
847202508220004,OPA1520098,LYNVILLE HOMES,"Lot 40 Blk. 1 LYNVILLE HOMES BAGUMBAYAN, SANTA CRUZ (CAPITAL), LAGUNA, 4009",Row House,058-2011004350,48,22,328610,Unoccupied,1,5,2nd Public Auction,2026-07-20T00:00:00,2026-07-24T23:59:00,04/28/2026 00:00:00,08/30/2025 00:00:00,,UNOCCUPIED - TITLE UNDER CONSOLIDATION,SANTA CRUZ (CAPITAL),CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",0,SANTA CRUZ (CAPITAL)
847202602180004,OPA1520097,RESIDENZA DE STA. CRUZ,"Lot 152 Blk. 1 RESIDENZA DE STA. CRUZ BUBUKAL, SANTA CRUZ (CAPITAL), LAGUNA, 4009",Row House,058-2017005310,32,20.2,440910,Unoccupied,1,5,2nd Public Auction,2026-07-13T00:00:00,2026-07-17T23:59:00,11/21/2025 00:00:00,03/07/2026 00:00:00,,UNOCCUPIED - TITLE UNDER CONSOLIDATION,SANTA CRUZ (CAPITAL),CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",PCS-04-030151,SANTA CRUZ (CAPITAL)
847202603240014,OPA1520097,BRIA HOMES STA CRUZ,"Lot 261 Blk. 7 BRIA HOMES STA CRUZ SAN JOSE, SANTA CRUZ (CAPITAL), LAGUNA, 4009",Row House,058-2020001586,36,22,646740,Unoccupied,1,5,2nd Public Auction,2026-07-13T00:00:00,2026-07-17T23:59:00,01/29/2026 00:00:00,04/22/2026 00:00:00,,UNOCCUPIED - TITLE UNDER CONSOLIDATION,SANTA CRUZ (CAPITAL),CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",PCS-04-031841,SANTA CRUZ (CAPITAL)
847202407160005,OPA1520098,LYNVILLE HOMES EASTGATE SUBDIVISION PHASE III,"Lot 10 Blk. 10 LYNVILLE HOMES EASTGATE SUBDIVISION PHASE III BAGUMBAYAN, SANTA CRUZ (CAPITAL), LAGUNA, 4009",Town House,058-201300827,48,42,655470,Occupied,1,5,2nd Public Auction,2026-07-20T00:00:00,2026-07-24T23:59:00,01/02/2026 00:00:00,01/09/2025 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,SANTA CRUZ (CAPITAL),CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",0,SANTA CRUZ (CAPITAL)
847202410210011,OPA1520098,BRIA HOMES STA CRUZ,"Lot 42 Blk. 7 BRIA HOMES STA CRUZ SAN JOSE, SANTA CRUZ (CAPITAL), LAGUNA, 4009",Town House,058-2020001368,36,43.2,1001160,Occupied,1,5,2nd Public Auction,2026-07-20T00:00:00,2026-07-24T23:59:00,06/15/2026 00:00:00,02/04/2025 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,SANTA CRUZ (CAPITAL),CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",PCS-04-031841,SANTA CRUZ (CAPITAL)
847202307190042,OPA1520098,LYNVILLE HOMES,"Lot 1379-1-11-B Blk. 5 Phase 2 LYNVILLE HOMES BAGUMBAYAN, SANTA CRUZ (CAPITAL), LAGUNA, 4009",Double Attached,058-2024006861,79,79,1742130,Occupied/Closed,1,5,2nd Public Auction,2026-07-20T00:00:00,2026-07-24T23:59:00,03/31/2026 00:00:00,12/12/2025 00:00:00,,OCCUPIED/CLOSED - TITLE UNDER HDMF,SANTA CRUZ (CAPITAL),CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",PSD-04-209808,SANTA CRUZ (CAPITAL)
847202602180007,OPA1520097,LYNVILLE DIAMOND STA CRUZ,"Lot 36 Blk. 21 Phase 2 LYNVILLE DIAMOND STA CRUZ GATID, SANTA CRUZ (CAPITAL), LAGUNA, 4009",Single Attached,058-2024009644,80,50.8,2307510,Unoccupied,1,5,2nd Public Auction,2026-07-13T00:00:00,2026-07-17T23:59:00,12/23/2025 00:00:00,03/07/2026 00:00:00,,UNOCCUPIED - TITLE UNDER CONSOLIDATION,SANTA CRUZ (CAPITAL),CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",PCS-04-034800,SANTA CRUZ (CAPITAL)
847202505300036,15316,LYNVILLE HOMES EASTGATE SUBDIVISION PHASE III     ,"Lot 34 Blk. 7 LYNVILLE HOMES EASTGATE SUBDIVISION PHASE III BAGUMBAYAN, SANTA CRUZ (CAPITAL), LAGUNA, 4009",Row House,058-2013001836,48,22,483100,Occupied/Closed,1,5,Negotiated Sale,2026-07-20T00:00:00,2026-07-24T23:59:00,05/02/2025 00:00:00,07/26/2025 00:00:00,,OCCUPIED/CLOSED - TITLE UNDER CONSOLIDATION,SANTA CRUZ (CAPITAL),CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",PSD-04-201181,SANTA CRUZ (CAPITAL)
847202312210072,15315,CARMENCHU PLACE,"Lot 3 Blk. 8 SITIO YAKAL CARMENCHU PLACE LABUIN, SANTA CRUZ (CAPITAL), LAGUNA, 4009",Row House,058-2019002172,28,18,516100,Occupied/Closed,1,5,Negotiated Sale,2026-07-13T00:00:00,2026-07-17T23:59:00,03/08/2025 00:00:00,09/26/2024 00:00:00,,OCCUPIED/CLOSED - TITLE UNDER CONSOLIDATION,SANTA CRUZ (CAPITAL),CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",PSD-04-254379,SANTA CRUZ (CAPITAL)
847202407260028,15316,RESIDENZA DE STA. CRUZ,"Lot 19 Blk. 13 RESIDENZA DE STA. CRUZ BUBUKAL, SANTA CRUZ (CAPITAL), LAGUNA, 4009",Row House,058-2017005782,37,20.2,516900,Unoccupied,1,5,Negotiated Sale,2026-07-20T00:00:00,2026-07-24T23:59:00,04/11/2025 00:00:00,02/04/2025 00:00:00,,UNOCCUPIED - TITLE UNDER CONSOLIDATION,SANTA CRUZ (CAPITAL),CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",PCS-04-030151,SANTA CRUZ (CAPITAL)
847202507290029,15316,RESIDENZA DE STA. CRUZ,"Lot 20 Blk. 30 RESIDENZA DE STA. CRUZ BUBUKAL, SANTA CRUZ (CAPITAL), LAGUNA, 4009",Row House,058-2017006101,37,20.2,516900,Unoccupied,1,5,Negotiated Sale,2026-07-20T00:00:00,2026-07-24T23:59:00,05/02/2025 00:00:00,08/14/2025 00:00:00,,UNOCCUPIED - TITLE UNDER CONSOLIDATION,SANTA CRUZ (CAPITAL),CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",PCS-04-030151,SANTA CRUZ (CAPITAL)
847202407230042,15315,CARMENCHU HEIGHTS,"Lot 11 Blk. 6 CARMENCHU HEIGHTS DUHAT, SANTA CRUZ (CAPITAL), LAGUNA, 4009",Row House,058-2021002704,35,22.2,521495,Unoccupied,1,5,Negotiated Sale,2026-07-13T00:00:00,2026-07-17T23:59:00,03/31/2026 00:00:00,08/07/2024 00:00:00,,UNOCCUPIED - TITLE UNDER CONSOLIDATION,SANTA CRUZ (CAPITAL),CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",PCS-04-032888,SANTA CRUZ (CAPITAL)
847202501300003,15316,RESIDENZA DE STA. CRUZ,"Lot 14 Blk. 30 RESIDENZA DE STA. CRUZ BUBUKAL, SANTA CRUZ (CAPITAL), LAGUNA, 4009",Row House,058-2017006095,37,20.2,528300,Unoccupied,1,5,Negotiated Sale,2026-07-20T00:00:00,2026-07-24T23:59:00,10/04/2024 00:00:00,08/30/2025 00:00:00,,UNOCCUPIED - TITLE UNDER CONSOLIDATION,SANTA CRUZ (CAPITAL),CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",PCS-04-030151,SANTA CRUZ (CAPITAL)
847202410210009,15316,CARMENCHU HEIGHTS,"Lot 5 Blk. 6 CARMENCHU HEIGHTS DUHAT, SANTA CRUZ (CAPITAL), LAGUNA, 4009",Row House,058-2021002698,35,22.2,530600,Occupied,1,5,Negotiated Sale,2026-07-20T00:00:00,2026-07-24T23:59:00,06/15/2026 00:00:00,11/21/2024 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,SANTA CRUZ (CAPITAL),CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",PCS-04-032888,SANTA CRUZ (CAPITAL)
847202410210010,15316,CARMENCHU HEIGHTS,"Lot 7 Blk. 6 CARMENCHU HEIGHTS DUHAT, SANTA CRUZ (CAPITAL), LAGUNA, 4009",Row House,058-2021002700,35,22.2,530600,Occupied/Closed,1,5,Negotiated Sale,2026-07-20T00:00:00,2026-07-24T23:59:00,06/15/2026 00:00:00,11/21/2024 00:00:00,,OCCUPIED/CLOSED - TITLE UNDER CONSOLIDATION,SANTA CRUZ (CAPITAL),CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",PCS-04-032888,SANTA CRUZ (CAPITAL)
847202306300011,15316,BRIA HOMES STA CRUZ,"Lot 12 Blk. 15 BRIA HOMES STA CRUZ SAN JOSE, SANTA CRUZ (CAPITAL), LAGUNA, 4009",Row House,058-2020002018,36,22,601300,Unoccupied,1,5,Negotiated Sale,2026-07-20T00:00:00,2026-07-24T23:59:00,05/02/2025 00:00:00,07/13/2023 00:00:00,,UNOCCUPIED - TITLE UNDER CONSOLIDATION,SANTA CRUZ (CAPITAL),CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",PCS-04-031841,SANTA CRUZ (CAPITAL)
847202412260010,15316,BRIA HOMES STA CRUZ,"Lot 4 Blk. 16 BRIA HOMES STA CRUZ SAN JOSE, SANTA CRUZ (CAPITAL), LAGUNA, 4009",Row House,058-2020002042,36,22,630400,Unoccupied,1,5,Negotiated Sale,2026-07-20T00:00:00,2026-07-24T23:59:00,12/16/2024 00:00:00,02/04/2025 00:00:00,,UNOCCUPIED - TITLE UNDER CONSOLIDATION,SANTA CRUZ (CAPITAL),CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",PCS-04-031841,SANTA CRUZ (CAPITAL)
847202603240007,OPA1520098,FLORENCE HOMES,"Lot 19 Blk. 5 FLORENCE HOMES SAN ROQUE (POB.), VICTORIA, LAGUNA, 4011",Row House,058-2021000589,45,24.91,607050,Unoccupied,1,5,2nd Public Auction,2026-07-20T00:00:00,2026-07-24T23:59:00,01/29/2026 00:00:00,04/22/2026 00:00:00,,UNOCCUPIED - TITLE UNDER CONSOLIDATION,VICTORIA,CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",PSD-04-259523,VICTORIA
847202406260014,OPA1520097,MCKINLEYVILLE SUBDIVISION,"Lot 9 Blk. 13 MCKINLEYVILLE SUBDIVISION SAN FRANCISCO, VICTORIA, LAGUNA, 4011",Single Attached,T-232818,64,33.75,1085040,Occupied,1,5,2nd Public Auction,2026-07-13T00:00:00,2026-07-17T23:59:00,04/22/2026 00:00:00,08/07/2024 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,VICTORIA,CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",PCS-04-019557,VICTORIA
847202312210033,15316,FLORENCE HOMES,"Lot 3 Blk. 8 FLORENCE HOMES SAN ROQUE (POB.), VICTORIA, LAGUNA, 4011",Row House,058-2021000658,45,24.91,693700,Unoccupied,1,5,Negotiated Sale,2026-07-20T00:00:00,2026-07-24T23:59:00,06/23/2025 00:00:00,04/04/2024 00:00:00,,UNOCCUPIED - TITLE UNDER CONSOLIDATION,VICTORIA,CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",PSD-04-259523,VICTORIA
847202405150027,15316,FLORENCE HOMES,"Lot 9 Blk. 4 FLORENCE HOMES SAN ROQUE (POB.), VICTORIA, LAGUNA, 4011",Row House,058-2021000533,45,24.91,693700,Unoccupied,1,5,Negotiated Sale,2026-07-20T00:00:00,2026-07-24T23:59:00,03/12/2025 00:00:00,09/26/2024 00:00:00,,UNOCCUPIED - TITLE UNDER CONSOLIDATION,VICTORIA,CALAMBA HOUSING HUB,(02)8422-3000 local 6410 or 6403,"edmacale@pagibigfund.gov.ph, abbergancia@pagibigfund.gov.ph",PSD-04-259523,VICTORIA
815202412260348,OPA1510103,CHERRY HOMES SUBDIVISION,"Lot 49 Blk. 8 Phase 2 CHERRY HOMES SUBDIVISION MAMBOG I, CITY OF BACOOR, CAVITE, 4102",Row House,T-579050,38,36,747000,Occupied,1,5,1st Public Auction,2026-07-20T00:00:00,2026-07-24T23:59:00,03/29/2025 00:00:00,01/23/2025 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF BACOOR,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PSD-04-080154,CITY OF BACOOR
815202507160027,OPA1510103,CAMELLA HOMES SPRINGVILLE GARDEN 4,"Lot 15 Blk. 3 Phase 4 CAMELLA HOMES SPRINGVILLE GARDEN 4 MOLINO III, CITY OF BACOOR, CAVITE, 4102",Single Attached,T-558016,56,32,811312,Unoccupied,1,5,1st Public Auction,2026-07-20T00:00:00,2026-07-24T23:59:00,10/14/2024 00:00:00,08/06/2025 00:00:00,"14.389082,121.000118",UNOCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF BACOOR,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PCS-04-009955,CITY OF BACOOR
801518050818716,OPA1510102,CAMELLA HOMES SPRINGVILLE GARDEN 4,"Lot 05 Blk. 06 Phase 4 CAMELLA HOMES SPRINGVILLE GARDEN 4 MOLINO III, CITY OF BACOOR, CAVITE, 4102",Row House,T-577657,60,32,896600,Occupied,1,5,1st Public Auction,2026-07-13T00:00:00,2026-07-17T23:59:00,03/30/2025 00:00:00,08/28/2019 00:00:00,,OCCUPIED - TITLE UNDER CONSOLIDATION,CITY OF BACOOR,NCR HOUSING HUB,(02) 8422-3000 loc 5124,masd.bidding@pagibigfund.gov.ph,PCS-04-009955,CITY OF BACOOR
